,day,month,twilight_start_hour,twilight_end_hour
166,14,6,5.166666666666667,21.116666666666667
167,15,6,5.166666666666667,21.116666666666667
168,16,6,5.166666666666667,21.116666666666667
169,17,6,5.166666666666667,21.133333333333333
170,18,6,5.166666666666667,21.133333333333333
171,19,6,5.166666666666667,21.133333333333333
172,20,6,5.166666666666667,21.133333333333333
173,21,6,5.183333333333334,21.15
174,22,6,5.183333333333334,21.15
175,23,6,5.183333333333334,21.15
176,24,6,5.183333333333334,21.15
177,25,6,5.2,21.15
178,26,6,5.2,21.15
179,27,6,5.216666666666667,21.15
180,28,6,5.216666666666667,21.15
181,29,6,5.216666666666667,21.15
182,30,6,5.233333333333333,21.15
183,1,7,5.233333333333333,21.15
184,2,7,5.25,21.15
185,3,7,5.25,21.133333333333333
186,4,7,5.266666666666667,21.133333333333333
187,5,7,5.283333333333333,21.133333333333333
188,6,7,5.283333333333333,21.116666666666667
189,7,7,5.3,21.116666666666667
190,8,7,5.316666666666666,21.116666666666667
191,9,7,5.316666666666666,21.1
192,10,7,5.333333333333333,21.1
193,11,7,5.35,21.083333333333332
194,12,7,5.366666666666666,21.083333333333332
195,13,7,5.366666666666666,21.066666666666666
196,14,7,5.383333333333334,21.066666666666666
197,15,7,5.4,21.05
198,16,7,5.416666666666667,21.033333333333335
199,17,7,5.433333333333334,21.033333333333335
200,18,7,5.433333333333334,21.016666666666666
201,19,7,5.45,21.0
202,20,7,5.466666666666667,20.983333333333334
203,21,7,5.483333333333333,20.983333333333334
204,22,7,5.5,20.966666666666665
205,23,7,5.516666666666667,20.95
206,24,7,5.533333333333333,20.933333333333334
207,25,7,5.55,20.916666666666668
208,26,7,5.566666666666666,20.9
209,27,7,5.583333333333333,20.883333333333333
210,28,7,5.6,20.866666666666667
211,29,7,5.616666666666667,20.85
212,30,7,5.633333333333333,20.833333333333332
213,31,7,5.633333333333333,20.816666666666666
214,1,8,5.65,20.8
215,2,8,5.666666666666667,20.783333333333335
216,3,8,5.683333333333334,20.75
217,4,8,5.7,20.733333333333334
218,5,8,5.716666666666667,20.716666666666665
219,6,8,5.733333333333333,20.7
220,7,8,5.75,20.683333333333334
221,8,8,5.766666666666667,20.65
222,9,8,5.783333333333333,20.633333333333333
223,10,8,5.8,20.616666666666667
224,11,8,5.816666666666666,20.583333333333332
225,12,8,5.833333333333333,20.566666666666666
226,13,8,5.85,20.55
227,14,8,5.866666666666667,20.516666666666666
228,15,8,5.883333333333333,20.5
229,16,8,5.9,20.483333333333334
230,17,8,5.916666666666667,20.45
231,18,8,5.933333333333334,20.433333333333334
232,19,8,5.95,20.4
233,20,8,5.966666666666667,20.383333333333333
234,21,8,5.983333333333333,20.35
235,22,8,6.0,20.333333333333332
236,23,8,6.016666666666667,20.3
237,24,8,6.033333333333333,20.283333333333335
238,25,8,6.05,20.25
239,26,8,6.066666666666666,20.233333333333334
240,27,8,6.083333333333333,20.2
241,28,8,6.1,20.183333333333334
242,29,8,6.116666666666666,20.15
243,30,8,6.133333333333334,20.116666666666667
244,31,8,6.15,20.1
245,1,9,6.166666666666667,20.066666666666666
246,2,9,6.183333333333334,20.05
247,3,9,6.2,20.016666666666666
248,4,9,6.216666666666667,20.0
249,5,9,6.233333333333333,19.966666666666665
250,6,9,6.233333333333333,19.933333333333334
251,7,9,6.25,19.916666666666668
252,8,9,6.266666666666667,19.883333333333333
253,9,9,6.283333333333333,19.85
254,10,9,6.3,19.833333333333332
255,11,9,6.316666666666666,19.8
256,12,9,6.333333333333333,19.783333333333335
257,13,9,6.35,19.75
258,14,9,6.366666666666666,19.716666666666665
259,15,9,6.383333333333334,19.7
260,16,9,6.4,19.666666666666668
261,17,9,6.416666666666667,19.633333333333333
262,18,9,6.433333333333334,19.616666666666667
263,19,9,6.433333333333334,19.583333333333332
264,20,9,6.45,19.566666666666666
265,21,9,6.466666666666667,19.533333333333335
266,22,9,6.483333333333333,19.5
267,23,9,6.5,19.483333333333334
268,24,9,6.516666666666667,19.45
269,25,9,6.533333333333333,19.416666666666668
270,26,9,6.55,19.4
271,27,9,6.566666666666666,19.366666666666667
272,28,9,6.583333333333333,19.35
273,29,9,6.6,19.316666666666666
274,30,9,6.616666666666667,19.3
275,1,10,6.616666666666667,19.266666666666666
276,2,10,6.633333333333333,19.233333333333334
277,3,10,6.65,19.216666666666665
278,4,10,6.666666666666667,19.183333333333334
279,5,10,6.683333333333334,19.166666666666668
280,6,10,6.7,19.133333333333333
281,7,10,6.716666666666667,19.116666666666667
282,8,10,6.733333333333333,19.083333333333332
283,9,10,6.75,19.066666666666666
284,10,10,6.766666666666667,19.033333333333335
285,11,10,6.783333333333333,19.016666666666666
286,12,10,6.8,18.983333333333334
287,13,10,6.816666666666666,18.966666666666665
288,14,10,6.833333333333333,18.95
289,15,10,6.85,18.916666666666668
290,16,10,6.866666666666667,18.9
291,17,10,6.883333333333333,18.866666666666667
292,18,10,6.9,18.85
293,19,10,6.916666666666667,18.833333333333332
294,20,10,6.933333333333334,18.8
295,21,10,6.95,18.783333333333335
296,22,10,6.966666666666667,18.766666666666666
297,23,10,6.983333333333333,18.75
298,24,10,7.0,18.716666666666665
299,25,10,7.016666666666667,18.7
300,26,10,7.033333333333333,18.683333333333334
301,27,10,7.05,18.666666666666668
302,28,10,7.066666666666666,18.65
303,29,10,7.083333333333333,18.616666666666667
304,30,10,7.1,18.6
305,31,10,7.116666666666666,18.583333333333332
306,1,11,7.133333333333334,18.566666666666666
307,2,11,7.15,18.55
309,3,11,6.166666666666667,17.533333333333335
310,4,11,6.183333333333334,17.516666666666666
311,5,11,6.2,17.5
312,6,11,6.216666666666667,17.483333333333334
313,7,11,6.233333333333333,17.466666666666665
314,8,11,6.25,17.45
315,9,11,6.266666666666667,17.433333333333334
316,10,11,6.283333333333333,17.433333333333334
317,11,11,6.3,17.416666666666668
318,12,11,6.316666666666666,17.4
319,13,11,6.333333333333333,17.383333333333333
320,14,11,6.35,17.383333333333333
321,15,11,6.366666666666666,17.366666666666667
322,16,11,6.383333333333334,17.35
323,17,11,6.4,17.35
324,18,11,6.416666666666667,17.333333333333332
325,19,11,6.45,17.316666666666666
326,20,11,6.466666666666667,17.316666666666666
327,21,11,6.483333333333333,17.3
328,22,11,6.5,17.3
329,23,11,6.516666666666667,17.3
330,24,11,6.533333333333333,17.283333333333335
331,25,11,6.55,17.283333333333335
332,26,11,6.566666666666666,17.266666666666666
333,27,11,6.583333333333333,17.266666666666666
334,28,11,6.583333333333333,17.266666666666666
335,29,11,6.6,17.266666666666666
336,30,11,6.616666666666667,17.25
337,1,12,6.633333333333333,17.25
338,2,12,6.65,17.25
339,3,12,6.666666666666667,17.25
340,4,12,6.683333333333334,17.25
341,5,12,6.7,17.25
342,6,12,6.716666666666667,17.25
343,7,12,6.733333333333333,17.25
344,8,12,6.733333333333333,17.25
345,9,12,6.75,17.25
346,10,12,6.766666666666667,17.25
347,11,12,6.783333333333333,17.266666666666666
348,12,12,6.783333333333333,17.266666666666666
349,13,12,6.8,17.266666666666666
350,14,12,6.816666666666666,17.266666666666666
351,15,12,6.816666666666666,17.283333333333335
352,16,12,6.833333333333333,17.283333333333335
353,17,12,6.85,17.283333333333335
354,18,12,6.85,17.3
355,19,12,6.866666666666667,17.3
356,20,12,6.866666666666667,17.316666666666666
357,21,12,6.883333333333333,17.316666666666666
358,22,12,6.883333333333333,17.333333333333332
359,23,12,6.9,17.333333333333332
360,24,12,6.9,17.35
361,25,12,6.916666666666667,17.35
362,26,12,6.916666666666667,17.366666666666667
363,27,12,6.916666666666667,17.383333333333333
364,28,12,6.933333333333334,17.383333333333333
365,29,12,6.933333333333334,17.4
366,30,12,6.933333333333334,17.416666666666668
367,31,12,6.933333333333334,17.433333333333334
